"pMLSNumber","pOfficeMLSCode","pMLSKey","pHeadline","pScrollingText","pScrollingTextFont","pScrollingTextWeigt","pScrollingTextColor","pScrollingTextSize","pRealtorDescription","pRealtorDescriptionDisplay","pOpenHouseMonth","pOpenHouseDay","pOpenHouseYear","pOpenHouseStart","pOpenHouseEnd","pOpenHouseRefreshments","pOpenHouseHeading","pOpenHouseAddress","pOpenHouseCity","pOpenHouseState","pOpenHousePostalCode","pOpenHouseComments","pOpenHousePhoneType","pOpenHousePhoneAreaCode","pOpenHousePhonePrefix","pOpenHousePhoneSuffix","pOpenHousePhoneExt","pOpenHouseMonth1","pOpenHouseDay1","pOpenHouseYear1","pOpenHouseStart1","pOpenHouseEnd1","pOpenHouseRefreshments1","pOpenHouseHeading1","pOpenHouseAddress1","pOpenHouseCity1","pOpenHouseState1","pOpenHousePostalCode1","pOpenHouseComments1","pOpenHousePhoneType1","pOpenHousePhoneAreaCode1","pOpenHousePhonePrefix1","pOpenHousePhoneSuffix1","pOpenHousePhoneExt1","pOpenHouseMonth2","pOpenHouseDay2","pOpenHouseYear2","pOpenHouseStart2","pOpenHouseEnd2","pOpenHouseRefreshments2","pOpenHouseHeading2","pOpenHouseAddress2","pOpenHouseCity2","pOpenHouseState2","pOpenHousePostalCode2","pOpenHouseComments2","pOpenHousePhoneType2","pOpenHousePhoneAreaCode2","pOpenHousePhonePrefix2","pOpenHousePhoneSuffix2","pOpenHousePhoneExt2","pOpenHouseMonth3","pOpenHouseDay3","pOpenHouseYear3","pOpenHouseStart3","pOpenHouseEnd3","pOpenHouseRefreshments3","pOpenHouseHeading3","pOpenHouseAddress3","pOpenHouseCity3","pOpenHouseState3","pOpenHousePostalCode3","pOpenHouseComments3","pOpenHousePhoneType3","pOpenHousePhoneAreaCode3","pOpenHousePhonePrefix3","pOpenHousePhoneSuffix3","pOpenHousePhoneExt3","pOpenHouseMonth4","pOpenHouseDay4","pOpenHouseYear4","pOpenHouseStart4","pOpenHouseEnd4","pOpenHouseRefreshments4","pOpenHouseHeading4","pOpenHouseAddress4","pOpenHouseCity4","pOpenHouseState4","pOpenHousePostalCode4","pOpenHouseComments4","pOpenHousePhoneType4","pOpenHousePhoneAreaCode4","pOpenHousePhonePrefix4","pOpenHousePhoneSuffix4","pOpenHousePhoneExt4","pVirtualTourURL"
"40803844","CCAPR","CRIA",,,,,,,,"custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?t=1064801"
"40803949","ML37608","CRIA",,,,,,,"Open Sunday 1/28, 1-4:00. Price reduction of $77,000 to $2,188,000! Gorgeous Hillstar Model in Bridle Creek.This home has it all, hdwd. & tile flooring, upgraded wall-to-wall carpeting, crown molding, custom trim and wood work, plantation shutters, 2 full bedrooms and 2 full baths on first floor (one bedroom is currently being used as an office) kitchen family room combo, resort like backyard with salt-water pebble tec pool and spa w/waterfalls against a backdrop with lush landscaping for maximum privacy. Beautiful arbor, semi-built in BBQ, & a gas fire pit. There's a butler's pantry, over sized walk-in kitchen pantry, large master suite with beautiful custom closet organizer, including center island, a large bonus rm. & much more. Owned solar for pool and spa, owned water softener, owned alarm system, almost brand new water heater, custom garage cabinets, exterior painted approx. 1 year ago, interior painted a few months ago, this home is a 10++! Amazing value for Bridle Creek!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1882864"
"40804106","CCAPR","CRIA",,,,,,,,"custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40804399","CCAPR","CRIA",,,,,,,"Open Sat & Sund 01/6&7th. Stunning 4 bedroom + Bonus room with balcony, in desirable Belvedere Community of Gale Ranch offers 2801+/- sq.ft on a +/-6,000 sq.ft lot, court location with great curb appeal. One bed and full bath on main level. Engineered wood floors, designer paint throughout the house, gourmet eat in kitchen with granite countertops, stainless steel appliances - Whirlpool microwave, built in refrigerator, 4 stove gas burner cook top, electric oven, custom mahogany color cabinets w/glass doors and light, huge island, adjoins spacious family room w/fireplace and mantel. Dining room with French doors leads to private patio courtyard area. Plantation shutters throughout the house. Spacious Master suite on second level with spa like master bath and a marble surround tub. Bonus room with attached half bath and balcony with views of the hills. Entertainer's delight backyard with pool, spa with child safety cover, waterfall, built-in barbecue and lots more...","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://protect-us.mimecast.com/s/LLE4BJc5O6Vbcd"
"40804694","CCAPR01","CRIA",,,,,,,"Luxury homebuilder presents exquisite finishes & superior craftsmanship in this Tuscan Mediterranean Villa. Showcasing impeccable design, 165 Arbor View Lane features extended ceilings throughout the home, unprecedented attention to detail, and stunning views at every turn. European Oak floors lead you through the home into the gourmet kitchen with high-end built in appliances. The great room boasts a show-stopping, floor-to-ceiling, hand-set stone fireplace. Enjoy the outdoors no matter the weather! A wall of French doors whisk you outside to the expansive loggia complete with fireplace, speakers, lights, and cable hookup. The master suite is your own private escape, featuring an in-room fireplace, huge walk-in closet, and generous walk-in shower. Glorious views greet you as you stroll through the halls & make your way to the upstairs family room with built in bar. Sweeping hills, fresh air, top rated schools- just a few of the many luxuries this home has to offer.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1862019"
"40804695","ML37608","CRIA",,,,,,,"A one of a kind masterpiece exquisite in every detail! Nestled high on a bluff in an Oak studded canyon with captivating views of nature and wildlife from every window. This exclusive, gated residence will provide a lifestyle experience that will endure a legacy for future generations. Award winning design by William Hezmalhalch Architects has created a contemporary Mediterranean estate with stunning appointments and interior features. Wide plank, white Oak floors, an expansive great room with 22ft high ceilings and a gourmet kitchen with Quartzite counters, chevron tile backsplash and top of the line stainless steel appliances. Conveniently located just minutes from top rated schools, downtown Pleasanton, Ruby Hill Golf & Country Club and dozens of award winning local area wineries....Silver Oaks Estates - Life Well Lived!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1885846"
"40805017","CCAPR03","CRIA",,,,,,,"Gorgeous home nestled in Lone Tree Glen features 1,636 sf. +/- of living area on a premium 5,008 sf. +/- cul-de-sac lot. This beautiful remodeled home offers 3 bedrooms, Loft, 2 1/2 baths with a 2 car garage built in 1997. Family room with custom rock fireplace and rich laminate flooring extending throughout main level. Gorgeous kitchen features beautiful rich cabinetry with granite slab counter with stainless steel appliances. Formal living / dining area with vaulted ceiling. Master suite offers a vaulted ceiling with fan plus mirrored wardrobe closet doors with built-in. Stunning master bath with dual vanity, linen closet, walk-in shower. Step into the private rear yard to a concrete patio with walkway and lush landscaping with raised planter boxes. Additional features include Updated HVAC system, updated lighting fixtures plus so much more.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
"40805037","CCAPR","CRIA",,,,,,,"Home is in average condition in need of minor maintenance with minimal updating. There are hardwood floors throughout the main living area. The kitchen has skylight, vinyl flooring with tile countertops. The Bathroom features vented skylight, tile floors and wainscot cabinets. Street views of San Bruno Mountains. Lower level has a den, however not legally part of the gross living area according to county assessor. Garage has aluminum rolling garage door. Storage shed in backyard; has orange, lemon and pear trees; various seasonal vegetables grown in well sun lit garden. Property is located in Schwerin Addition close to all needed public services, the Cow Palace, schools, Hwy 101, Bart Station and CalTrain are in close proximity making commutes to major centers of employment a 10-30 minute drive. Boundaries are Geneva Ave to the north, Mission St to the west, Guadalupe Canyon Pkwy to the south and Bayshore Blvd to the east. Move-in ready!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1901529"
"40805173","CCAPR","CRIA",,,,,,,"Beautiful Custom Harold Smith Traditional home in Bryan Ranch! Highly sought after 6bd/3ba, 3,243 sq. ft. +/-, sprawling single story home which has been meticulously maintained. Home features a well appointed kitchen that opens to family room, hardwood floors, plantation shutters, vaulted ceilings and more! Abundant storage. Backyard is an oasis with large patio for entertaining, sparkling pool and spa, built-in play structure for kids, all backing up to private open space. Newly landscaped front & back yards. Open House 1/21, 1-4pm","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://protect-us.mimecast.com/s/1dqnBYCYWo9YtE"
"40805602","CCAPR","CRIA",,,,,,,,"custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40805737","CCAPR03","CRIA",,,,,,,"Beautifully appointed home w/4bdrms + loft, 2.5baths, formal living/dining room, family room-kitchen combo. Gourmet kitchen with stainless appliances, upgraded gas range/oven, granite counters, huge island/breakfast bar. Two tone paint, 5 1/4 baseboards throughout, alarm system, exterior cameras, ring doorbell, ceiling fans, upgraded hall bathroom, vaulted ceilings. Master bedroom & bath downstairs. Backyard is like a tropical paradise with lush landscaping, two patios, swimming pool and waterfall!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40805758","ML37608","CRIA",,,,,,,,"custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40805788","CCAPR03","CRIA",,,,,,,"Beautifully updated 5 bedroom + loft/bonus room, 2.5 bathroom 2 story home on a cul-de-sac. Laminate wood flooring throughout. Formal living/dining room. Cozy family room w/fireplace opens to spacious kitchen w/granite counters, huge island/breakfast bar, black appliances,white cabinetry, new faucet & garbage disposal. 5 1/4 baseboards, freshly painted interior & front door, new interior doors & hardware, new carpet, new flooring & shower doors in bathrooms, 2-car garage, left side of property is adjacent to land. Nicely landscaped with patio & automatic sprinklers. This won't last, must see!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40805817","CCAPR03","CRIA",,,,,,,"Welcome the new year in this loving, adorable, and well maintained home! Light and bright, charming two bedroom home in a nice residential area and neighborhood. Pride of ownership can be seen throughout the home. Admire the manicured back and front lawns while you hear children laughing and playing across the street at Jefferson Elementary School and Learning Without Limits. Open House Sunday 1/14/18 from 1-4pm","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40805822","CCAPR03","CRIA",,,,,,,,"custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40805856","ML37608","CRIA",,,,,,,"Stunning Water Tower development Townhome! Shows like a model!! Perfect commuter location! Features include: &#226;&#128;&#162; End unit &#226;&#128;&#162; Extra windows for natural light &#226;&#128;&#162; 3 Bedroom &#226;&#128;&#162; 3.5 Bathrooms &#226;&#128;&#162; Approx. 1723 sq ft &#226;&#128;&#162; Beautiful great room &#226;&#128;&#162; Security Alarm System &#226;&#128;&#162; Upgraded window coverings &#226;&#128;&#162; Wired Surround Sound &#226;&#128;&#162; Upgraded Kitchen &#226;&#128;&#162; Granite Countertops &#226;&#128;&#162; Black tile back splash &#226;&#128;&#162; Mahogany colored cabinets &#226;&#128;&#162; Soft close kitchen cabinets &#226;&#128;&#162; Built in Cabinet in living room &#226;&#128;&#162; Pendent Lighting over Island &#226;&#128;&#162; Large balcony off dining area &#226;&#128;&#162; Upgraded tie flooring in Kitchen and Dining &#226;&#128;&#162; Small wet bar &#226;&#128;&#162; First Floor bedroom included full bathroom &#226;&#128;&#162; Half bath on main floor &#226;&#128;&#162; Master suite includes walk-in closet and upgraded bathroom &#226;&#128;&#162; Second suite upstairs includes private bathroom","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1908956"
"40806089","AAPR01","CRIA",,,,,,,"Wonderful and spacious home in desirable Fairmont Terrace neighborhood. Open and roomy floor plan with hardwood floors, two main floor bedrooms and expansive family room leading to outdoor patio. Master bedroom and bath upstairs. Sliding glass doors leading to a charming deck with peek a boo views. Large lot with wonderful terraced yard with loads of potential. Ready for your finishing touches. Come and see!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40806190","CCAPR03","CRIA",,,,,,,"Diamond in the rough fixer on quiet tree lined side street. This home needs a bit of everything but it's wonderfully sunny, has lovely parquet wood floors that could be touched up, and a private backyard with lots of mature landscaping. Update, remodel, expand! K-12 schools all within several blocks for easy access, as well as shopping center only about 3 blocks away. Lovely community and location - nearby access to freeway, less than 2.5 miles to downtown Concord & BART. Ideal opportunity for investors, flippers or a buyer who want to create a dream home and build some sweat equity.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1911397"
"40806297","CCAPR","CRIA",,,,,,,,"custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40806327","CCAPR","CRIA",,,,,,,"Grandeur and charm&#226;&#128;&#166;this custom English Country Manor, in an enclave of private estate properties, is stunning. Meticulous craftsmanship is evident in heavy wood beamed ceilings and wainscoting. Chef's kitchen with deep, hammered copper, farmhouse sink, center island, Wolf gas range and oven, wine cellar, pantry and spacious, open breakfast eating area. Adjacent family room with hickory flooring and fireplace. Separate game/bonus room with mini kitchen area and full bath...with its separate entrance this could be a guest suite. Flat, nearly 2/3 ac., densely landscaped grounds, on a quiet court. Heavily treed yard and trimmed shrubbery pathways. Secluded pool and spa. Roundhill golf and tennis Country Club, award winning San Ramon Valley schools, and the Village of Alamo, plus 3 BART stations are all easily accessible from this exquisite estate.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1896178"
"40806355","CCAPR03","CRIA",,,,,,,"This beautiful Highlands Ranch single story home is ideally located in a quiet court. You'll love the open feeling with high ceilings, lots of natural light, and many upgrades including new flooring, granite countertops, and stainless steel appliances. There is ample storage with a three car garage, inside laundry room, pantry, and lots of kitchen cupboards. The neighborhood park features basketball courts, sand volleyball, tennis courts, ball fields, and even a dog park. This home truly has it all!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1913030"
"40806429","CCAPR01","CRIA",,,,,,,"*photos will follow* Lowest price for a 3 OR 4br home in Pleasant Hill! Scoop up this 4/2.5 bath townhome first! Originally sold off-market in a private sale that didn't work out due to buyer's health problems. Open concept upstairs floorplan with a remodeled kitchen, vaulted ceilings and stone flooring. *Upstairs bedroom!!* Downstairs consists of three bedrooms, two full baths, a bonus space and a small deck. Lots of living space! Don't let a lack of photos deter you from stopping by or calling - we will get them loaded next week!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40806528","ML37608","CRIA",,,,,,,"Rarely available home in the beautiful Calera Creek Heights gated community! Only 11 homes located in this 55 acre development. Nestled atop of the rolling hills and offering stunning panoramic views. Overlooking Summitpointe golf course, windows abound in this lovely custom home. 3 bedrooms and 3.5 on main level of the home, 1 bedroom and kitchenette/living area downstairs with full bath. Maintenance free landscaping and nearly 15 different kinds of fruit trees adorn this lovely 1.5 acre property. Well appointed and Loaded with parking. Custom and intricate woodworking throughout. All bedrooms offer their own bathrooms. Adorned with an abundant use of granite throughout. see list of amenities at home.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1912116"
"40806562","CCAPR03","CRIA",,,,,,,"Immaculate, move-in ready 4 Bed. single story Beauty in fantastic location. Close to Lunardi's, Starbucks, restaurants & Larkey Park's pool and tennis courts. Light & bright, spacious family room opens to large deck for summer barbeques. Enjoy lazy, luxurious afternoons in private, sunny garden. Or relax by the fire in inviting living room. Great home for entertaining. Wood floors, stainless appliances, designer colors. Single story makes easy living & large master bedroom is a wonderful retreat.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40806580","CCAPR03","CRIA",,,,,,,"This is the one you've been waiting for! Updated, modern, spacious, and practically everything is brand new. Beautiful kitchen with lots of cabinets, a pantry, and brand new stainless steel appliances. Recessed LED lighting upstairs and down, and updated bathrooms. All new flooring, fixtures, and window coverings. Large master bedroom with walk-in closet, plus a large bonus storage room upstairs. Easily the nicest unit in the complex, and ideally located only a short distance to BART and across the street from shopping and dining. Open house Sat. and Sun. 1-4.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1915218"
"40806605","AAPR01","CRIA",,,,,,,"Newly remodeled Holbrook home with sunny landscaped back yard with lawn and new redwood deck. Updated kitchen with quartz counters and new stainless appliances. New wood flooring throughout. Updated baths with marble and stone. Landscaped front yard and finished garage.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1912900"
"40806640","CCAPR03","CRIA",,,,,,,"This beautifully updated, contemporary townhome is located near shopping, dining & other desirable amenities. Tucked away in the hills of Moraga, and literally steps away from hiking & biking trails, this townhome is located just minutes from both the Orinda & Lafayette BART stations & a 35-minute drive into San Francisco. The main level is light and airy with a spacious, open-concept dining & living area that features a wood fireplace & balcony to sit out and enjoy the peaceful surroundings. On the other end of this main level is a beautifully updated kitchen w/ Shaker cabinets, granite countertops & stainless steel appliances, an updated half bath & a family room w/ doors leading to a private patio that backs to the rolling hills of Moraga. Upstairs are 2 spacious bedrooms w/lots of natural light, both w/ 2 walk-in closets. The master closets have custom Elfa closet systems. There is a roomy bath w/dual vanities, granite counter and ample storage. The relaxing pool is a stroll away.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1911871"
